,id,Sentence,Aspect Term,Polarity,Category
4933,2402,"The only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.",food,neutral,Restaurant
4777,838,The aesthetics of this place are like an airport lounge.,place,negative,Restaurant
1715,1805,Good for every day computing and web browsing.,every day computing,positive,Laptop
1148,2940,Runs smooth and quick.,Runs,positive,Laptop
3261,770,We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,wait,neutral,Restaurant
574,1080,"Also, HDD secures inside using rails, and there is only one set on the main hard drive.",hard drive,neutral,Laptop
3769,3291,Food is great.,Food,positive,Restaurant
3736,3205,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",fish,positive,Restaurant
4146,1343,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fruit of the oil,positive,Restaurant
853,2506,"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",iWork,positive,Laptop
1982,90,"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",charge,negative,Laptop
2774,2801,Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).,portion,neutral,Restaurant
4929,958,"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",special,positive,Restaurant
5211,698,The duck confit is always amazing and the foie gras terrine with figs was out of this world.,duck confit,positive,Restaurant
1166,2487,"It is fast booting up , shutting down, and connection with the internet.",booting up,positive,Laptop
971,2509,"Not only are the versions of these programs able to be saved, worked on and opened on both a PC and Mac, the versions of these programs on a Mac are graphically and functionally superior.",programs,positive,Laptop
2701,1319,"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",servers,negative,Restaurant
4495,2491,"Aside from the rushed service, we were very impressed with the food and the drinks.",service,negative,Restaurant
3847,3084,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",food,positive,Restaurant
2368,1458,Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,dish,neutral,Restaurant
4115,768,"If your visiting, you'll enjoy the ambiance and the fact that it's in Time Sq...",ambiance,positive,Restaurant
4780,2753,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",fish,negative,Restaurant
4131,2485,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",basmati rice dish,negative,Restaurant
2950,2734,"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...",Italian food,positive,Restaurant
5625,3638,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",lunch,neutral,Restaurant
524,2845,I bought this laptop because of the performance to price ratio.,price,positive,Laptop
2455,3436,The menu is limited but almost all of the dishes are excellent.,dishes,positive,Restaurant
5016,3265,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",appetizer,negative,Restaurant
1841,2401,"If you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game, you'd be better off getting a machine aimed at that segment of the market.",game,neutral,Laptop
537,453,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Photo Booth,neutral,Laptop
2806,2328,Great Indian food and the service is incredible.,service,positive,Restaurant
5596,2779,"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",appetizers,neutral,Restaurant
4341,1481,"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.",crust,positive,Restaurant
3175,3305,I had Filet Mignon with garlic mash.,Filet Mignon with garlic mash,neutral,Restaurant
784,2035,I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,extended warranty,neutral,Laptop
4057,162,Went on a double date with friend and his girlfriend for a few drinks and appetizers.,drinks,neutral,Restaurant
1409,459,After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,battery,negative,Laptop
2537,2639,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",Sea Bass,positive,Restaurant
154,1675,It's color is even cool.,color,positive,Laptop
3009,1711,Diner food at bistro prices is a bummer....,food,negative,Restaurant
1686,1783,"It is easy to use, has great screen quality, and every so light weight.",screen quality,positive,Laptop
2901,2896,"When going out for a nice dinner, I like a nice ambiance as well as very good food.",food,positive,Restaurant
5989,3044,"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.",chicken with garlic sauce,neutral,Restaurant
4721,3392,i recommend the thai popcorn :),thai popcorn,positive,Restaurant
3863,1353,"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible.",service,negative,Restaurant
2733,3477,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,atmosphere,positive,Restaurant
1895,2960,"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.",games,neutral,Laptop
5442,2696,"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",menu,positive,Restaurant
569,2863,The price and features more than met my needs.,features,positive,Laptop
1816,1154,"So, after Apple replaced the hard drive I enjoyed another 4 months of my new computer, until it froze this morning--completely.",hard drive,neutral,Laptop
2065,2782,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",plate,negative,Laptop
127,1289,"So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.",LG notebook service center,neutral,Laptop
3394,3332,"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",glass front,negative,Restaurant
3327,813,"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",steak,positive,Restaurant
6028,2553,After dealing with subpar pizza all over the Kensington neighborhood - I've found little toninos.,pizza,negative,Restaurant
